name	multiverseId
Pay No Heed	32232
Ambassador Laquatus	34378
Ghostly Wings	32235
Plagiarize	29824
Faceless Butcher	29739
Mind Sludge	26432
Mortal Combat	29960
Mutilate	35194
Nantuko Shade	35053
Fiery Temper	32918
Grim Lavamancer	36111
Nantuko Cultivator	34229
Amrou Scout	113619
Amrou Seekers	113509
Angel's Grace	110504
Benalish Cavalry	122082
Castle Raptors	113614
Cavalry Master	108903
Celestial Crusader	126281
Children of Korlis	110525
Chronosavant	110502
Cloudchaser Kestrel	113507
D'Avenant Healer	113518
Detainment Spell	116728
Divine Congregation	108814
Duskrider Peregrine	108887
Errant Doomsayers	116379
Evangelize	110507
Flickering Spirit	108846
Foriysian Interceptor	106652
Fortify	116732
Gaze of Justice	108819
Griffin Guide	110514
Gustcloak Cavalier	108889
Icatian Crier	108900
Ivory Giant	109741
Jedit's Dragoons	113571
Knight of the Holy Nimbus	118907
Magus of the Disk	126298
Mangara of Corondor	113563
Momentary Blink	109733
Opal Guardian	116747
Outrider en-Kor	118902
Pentarch Paladin	110533
Pentarch Ward	108874
Plated Pegasus	110510
Pull from Eternity	106657
Pulmonic Sliver	113575
Quilled Sliver	111051
Restore Balance	113520
Return to Dust	109709
Serra Avenger	113519
Sidewinder Sliver	118908
Spirit Loop	109680
Temporal Isolation	106654
Tivadar of Thorn	116736
Watcher Sliver	106648
Weathered Bodyguards	126283
Zealot il-Vec	108898
Ancestral Vision	113505
Bewilder	118901
Brine Elemental	118895
Cancel	113523
Careful Consideration	109691
Clockspinning	109673
Coral Trickster	110511
Crookclaw Transmuter	106668
Deep-Sea Kraken	113506
Draining Whelk	111057
Dream Stalker	108858
Drifter il-Dal	108918
Errant Ephemeron	108909
Eternity Snare	108788
Fathom Seer	118912
Fledgling Mawcor	110532
Fool's Demise	126294
Ixidron	124313
Looter il-Kor	118918
Magus of the Jar	126287
Moonlace	116391
Mystical Teachings	111058
Ophidian Eye	108795
Paradox Haze	109721
Psionic Sliver	113559
Riftwing Cloudskate	109715
Sage of Epityr	118914
Screeching Sliver	122387
Shadow Sliver	108797
Slipstream Serpent	116385
Snapback	108897
Spell Burst	109707
Spiketail Drakeling	118913
Sprite Noble	116386
Stormcloud Djinn	118894
Teferi, Mage of Zhalfir	121271
Telekinetic Sliver	111085
Temporal Eddy	118887
Think Twice	108823
Tolarian Sentinel	108907
Trickbind	110499
Truth or Tale	118910
Vesuvan Shapeshifter	109765
Viscerid Deepwalker	113615
Voidmage Husher	111076
Walk the Aeons	110517
Wipe Away	118911
Assassinate	114918
Basal Sliver	108792
Call to the Netherworld	108832
Corpulent Corpse	108910
Curse of the Cabal	111049
Cyclopean Giant	114915
Dark Withering	118892
Deathspore Thallid	116743
Demonic Collusion	118872
Dread Return	116721
Drudge Reavers	108850
Endrek Sahr, Master Breeder	113527
Evil Eye of Urborg	83811
Faceless Devourer	109719
Fallen Ideal	114908
Feebleness	108892
Gorgon Recluse	118923
Haunting Hymn	109731
Liege of the Pit	126285
Lim-Dûl the Necromancer	113522
Living End	113521
Magus of the Mirror	126278
Mana Skimmer	106658
Mindlash Sliver	118867
Mindstab	108894
Nether Traitor	116742
Nightshade Assassin	111079
Phthisis	109758
Pit Keeper	116396
Plague Sliver	116748
Premature Burial	108884
Psychotic Episode	116727
Sangrophage	116741
Sengir Nosferatu	116383
Skittering Monstrosity	118878
Skulking Knight	118898
Smallpox	113531
Strangling Soot	109710
Stronghold Overseer	109671
Sudden Death	108804
Sudden Spoiling	113525
Tendrils of Corruption	106632
Traitor's Clutch	108857
Trespasser il-Vec	108841
Urborg Syphon-Mage	108798
Vampiric Sliver	118900
Viscid Lemures	111082
Aetherflame Wall	113558
Ancient Grudge	109751
Barbed Shocker	109762
Basalt Gargoyle	118883
Blazing Blade Askari	108799
Bogardan Hellkite	111041
Bogardan Rager	108901
Bonesplitter Sliver	109697
Coal Stoker	113618
Conflagrate	114909
Empty the Warrens	109735
Firemaw Kavu	111064
Flamecore Elemental	108870
Flowstone Channeler	106653
Fortune Thief	126289
Fury Sliver	109722
Ghitu Firebreathing	108838
Goblin Skycutter	124758
Grapeshot	118882
Greater Gargadon	111048
Ground Rift	108905
Ib Halfheart, Goblin Tactician	114912
Ignite Memories	109756
Ironclaw Buzzardiers	116723
Jaya Ballard, Task Mage	109752
Keldon Halberdier	108891
Lightning Axe	113567
Magus of the Scroll	126279
Mogg War Marshal	116739
Norin the Wary	113512
Orcish Cannonade	114902
Pardic Dragon	109686
Plunder	108926
Reiterate	109729
Rift Bolt	108915
Sedge Sliver	118917
Subterranean Shambler	113611
Sudden Shock	114911
Sulfurous Blast	109685
Tectonic Fiend	113616
Thick-Skinned Goblin	109703
Two-Headed Sliver	108851
Undying Rage	126280
Viashino Bladescout	111069
Volcanic Awakening	121206
Wheel of Fate	113528
Word of Seizing	118870
Aether Web	108852
Ashcoat Bear	114905
Aspect of Mongoose	116740
Chameleon Blur	118925
Durkwood Baloth	108807
Durkwood Tracker	118893
Fungus Sliver	118881
Gemhide Sliver	118922
Glass Asp	113537
Greenseeker	108830
Havenwood Wurm	108808
Herd Gnarr	118873
Hypergenesis	113533
Krosan Grip	126274
Magus of the Candelabra	126273
Might of Old Krosa	109763
Might Sliver	111042
Molder	114914
Mwonvuli Acid-Moss	118888
Nantuko Shaman	109726
Pendelhaven Elder	111083
Penumbra Spider	118899
Phantom Wurm	118868
Primal Forcemage	110508
Savage Thallid	106643
Scarwood Treefolk	110524
Scryb Ranger	118924
Search for Tomorrow	108802
Spectral Force	118871
Spike Tiller	109689
Spinneret Sliver	111073
Sporesower Thallid	111068
Sprout	122079
Squall Line	109702
Stonewood Invocation	118890
Strength in Numbers	116730
Thallid Germinator	116381
Thallid Shell-Dweller	116731
Thelon of Havenwood	116737
Thelonite Hermit	126275
Thrill of the Hunt	109675
Tromp the Domains	116726
Unyaro Bees	113579
Verdant Embrace	109766
Wormwood Dryad	113583
Wurmcalling	114917
Yavimaya Dryad	118884
Dementia Sliver	109668
Dralnu, Lich Lord	113541
Firewake Sliver	109727
Ghostflame Sliver	109717
Harmonic Sliver	109706
Ith, High Arcanist	114903
Kaervek the Merciless	113536
Mishra, Artificer Prodigy	113539
Opaline Sliver	109711
Saffi Eriksdotter	113540
Scion of the Ur-Dragon	116745
Stonebrow, Krosan Hero	118915
Assembly-Worker	114916
Brass Gnat	118876
Candles of Leng	113529
Chromatic Star	118891
Chronatog Totem	106630
Clockwork Hydra	113530
Foriysian Totem	108904
Gauntlet of Power	124220
Hivestone	116387
Jhoira's Timebug	118879
Locket of Yesterdays	113513
Lotus Bloom	114904
Paradise Plume	122091
Phyrexian Totem	108822
Prismatic Lens	118880
Sarpadian Empires, Vol. VII	114921
Stuffy Doll	116724
Thunder Totem	108931
Triskelavus	114919
Venser's Sliver	125866
Weatherseed Totem	108809
Academy Ruins	116725
Calciform Pools	108930
Dreadship Reef	108817
Flagstones of Trokair	116733
Fungal Reaches	108796
Gemstone Caverns	122094
Kher Keep	113553
Molten Slagheap	108860
Saltcrusted Steppe	108839
Swarmyard	114913
Terramorphic Expanse	118874
Urza's Factory	116384
Vesuva	113543
Capashen Knight	15125
Master Healer	15874
Sanctimony	15873
Scour	15134
Solidarity	15764
Quash	15160
Rescue	15154
Temporal Adept	15875
Thieving Magpie	15156
Eradicate	15186
Soul Feast	15767
Bloodshot Cyclops	15214
Sowing Salt	19534
Trumpet Blast	15200
Ancient Silverback	16424
Elvish Piper	15241
Emperor Crocodile	15773
Hunting Moa	15219
Plow Under	12628
Splinter	15208
Thorn Elemental	15240
Yavimaya Enchantress	15236
Fodder Cannon	15250
Mantis Engine	15247
Storage Matrix	15260
Thran Golem	15254
Erase	12941
Tragic Poet	12355
Archivist	12390
Fleeting Image	12389
Levitation	12388
Opportunity	12822
Rebuild	12385
Giant Cockroach	12946
Phyrexian Plaguelord	12940
Plague Beetle	12393
Unearth	12398
Avalanche Riders	12418
Viashino Sandscout	12410
Might of Oaks	8822
Rancor	12433
Wing Snare	5675
Yavimaya Wurm	5571
Beast of Burden	12504
Defense Grid	8897
Quicksilver Amulet	8831
Faerie Conclave	12495
Forbidding Watchtower	12494
Ghitu Encampment	12497
Spawning Pool	12496
Treetop Village	12498
Angelic Chorus	5714
Angelic Page	5781
Congregate	9702
Elite Archers	5771
Looming Shade	
Glorious Anthem	5835
Intrepid Hero	5678
Redeem	9716
Sanctum Guardian	5691
Serra Avatar	5713
Serra's Embrace	9682
Academy Researchers	9713
Annul	10420
Catalog	9852
Confiscate	10426
Coral Merfolk	5613
Fog Bank	5753
Hibernation	5674
Horseshoe Crab	9849
Imaginary Pet	5772
Rewind	5670
No Rest for the Wicked	8802
No Rest for the Wicked	
Pariah	5773
Pegasus Charger	5729
Worship	5576
Telepathy	5841
Befoul	5605
Corrupt	5853
Duress	5557
Eastern Paladin	5860
Hollow Dogs	5606
Looming Shade	5591
Persecute	8843
Sleeper Agent	5751
Western Paladin	5861
Arc Lightning	5733
Goblin Spelunkers	5543
Heat Ray	10464
Okk	5586
Reflexes	10465
Scoria Wurm	5569
Shivan Hellkite	5660
Shiv's Embrace	5721
Thundering Giant	5759
Viashino Runner	5657
Abundance	5551
Blanchwood Armor	5623
Elvish Lyrist	5774
Fecundity	5604
Fertile Ground	5655
Greater Good	10467
Spreading Algae	10409
Vernal Bloom	5687
Cathodion	10659
Chimeric Staff	8858
Citanul Flute	8868
Claws of Gix	8890
Dragon Blood	8870
Phyrexian Colossus	8865
Urza's Armor	5574
Voltaic Key	5547
Archangel	3708
Honorable Passage	3714
Infantry Veteran	3716
Warrior's Honor	3731
Cloud Elemental	3636
Inspiration	3642
Man-o'-War	3644
Ovinomancer	3646
Coercion	3611
Crypt Rats	3612
Funeral Charm	3618
Nekrataal	3623
Hulking Cyclops	3691
Relentless Assault	3698
Suq'Ata Lancer	3703
Tremor	3706
Viashino Sandstalker	3707
Creeping Mold	3660
King Cheetah	3667
River Boa	3675
Stampeding Wildebeests	3678
Summer Bloom	3679
Teferi's Puzzle Box	3604
Quicksand	3754
Karn, the Great Creator	460928
Battlefield Promotion	460932
Bulwark Giant	460934
Enforcer Griffin	460938
Finale of Glory	460939
Gideon Blackblade	460940
Gideon Blackblade	
Gideon's Sacrifice	460941
Gideon's Triumph	460942
God-Eternal Oketra	460943
Ignite the Beacon	460945
Ironclad Krovod	460946
Law-Rune Enforcer	460947
Loxodon Sergeant	460948
Makeshift Battalion	460949
Martyr for the Cause	460950
Single Combat	460957
Sunblade Angel	460958
Teyo, the Shieldmage	460959
Teyo's Lightshield	460960
Ashiok's Skulker	460967
Aven Eternal	460969
Jace, Wielder of Mysteries	460981
Jace's Triumph	460982
Kiora's Dambreaker	460985
Lazotep Plating	460986
Naga Eternal	460987
Narset, Parter of Veils	460988
Narset's Reversal	460989
Spark Double	460995
Spellkeeper Weird	460996
Stealth Mission	460997
Tamiyo's Epiphany	460998
Teferi's Time Twist	460999
Aid the Fallen	461003
Banehound	461004
Bleeding Edge	461005
Bolas's Citadel	461006
Herald of the Dreadhorde	461020
Lazotep Behemoth	461022
Lazotep Reaver	461023
Liliana, Dreadhorde General	461024
Liliana's Triumph	461025
Massacre Girl	461026
Ob Nixilis's Cruelty	461028
Shriekdiver	461030
Spark Harvest	461032
Spark Reaper	461033
Ahn-Crop Invader	461040
Blindblast	461041
Bolt Bend	461042
Chandra, Fire Artisan	461046
Chandra, Fire Artisan	
Charmed Stray	460935
Divine Arrow	460937
Commence the Endgame	460972
Contentious Plan	460973
Crush Dissent	460974
Charity Extractor	461008
Command the Dreadhorde	461009
Davriel, Rogue Shadowmage	461010
Davriel's Shadowfugue	461011
Deliver Unto Evil	461012
Dreadhorde Invasion	461013
Dreadmalkin	461014
Duskmantle Operative	461015
Chandra's Triumph	461048
Cyclops Electromancer	461049
Devouring Hellion	461051
Dreadhorde Arcanist	461052
Dreadhorde Twins	461053
Heartfire	461058
Honor the God-Pharaoh	461059
Ilharg, the Raze-Boar	461060
Invading Manticore	461061
Jaya, Venerated Firemage	461062
Jaya, Venerated Firemage	
Jaya's Greeting	461063
Arboreal Grazer	461076
Arlinn, Voice of the Pack	461077
Arlinn, Voice of the Pack	
Bond of Discipline	460933
Bond of Insight	460970
Bond of Passion	461043
Burning Prophet	461044
Chainwhip Cyclops	461045
Krenko, Tin Street Kingpin	461064
Mizzium Tank	461065
Nahiri's Stoneblades	461066
Neheb, Dreadhorde Champion	461067
Samut's Sprint	461069
Sarkhan the Masterless	461070
Sarkhan the Masterless	
Tibalt, Rakish Instigator	
Ugin, the Ineffable	460929
Ugin's Conjurant	460930
Tomik, Distinguished Advokist	460961
Topple the Statue	460962
Trusted Pegasus	460963
The Wanderer	460964
Wanderer's Strike	460965
War Screecher	460966
Silent Submersible	460993
Thunder Drake	461000
Wall of Runes	461002
The Elderspell	461016
Tithebearer Giant	461034
Toll of the Invasion	461035
Unlikely Aid	461036
Vampire Opportunist	461037
Vizier of the Scorpion	461038
Vraska's Finisher	461039
Sarkhan's Catharsis	461071
Spellgorger Weird	461072
Tibalt, Rakish Instigator	461073
Tibalt's Rager	461074
Turret Ogre	461075
Arlinn's Wolf	461078
Awakening of Vitu-Ghazi	461079
Band Together	461080
Bloom Hulk	461081
Bond of Flourishing	461082
Centaur Nurturer	461083
Ajani, the Greathearted	461111
Ajani, the Greathearted	
Callous Dismissal	460971
Challenger Troll	461084
Courage in Crisis	461085
Jiang Yanggu, Wildcrafter	461091
Jiang Yanggu, Wildcrafter	
Grateful Apparition	460944
Kraul Stinger	461092
Kronch Wrangler	461093
Mowu, Loyal Companion	461094
Nissa, Who Shakes the World	461096
Nissa, Who Shakes the World	
Pouncing Lynx	460952
Prison Realm	460953
Rally of Wings	460954
Ravnica at War	460955
Rising Populace	460956
No Escape	460990
Ob Nixilis, the Hate-Twisted	461027
Ob Nixilis, the Hate-Twisted	
Parhelion II	460951
Relentless Advance	460991
Rescuer Sphinx	460992
Price of Betrayal	461029
Raging Kronch	461068
Nissa's Triumph	461097
Paradise Druid	461098
Planewide Celebration	461099
Pollenbright Druid	461100
Return to Nature	461102
Snarespinner	461103
Steady Aim	461104
Storm the Citadel	461105
Thundering Ceratok	461106
Vivien, Champion of the Wilds	461107
Vivien, Champion of the Wilds	
Vivien's Arkbow	461108
Vivien's Grizzly	461109
Wardscale Crocodile	461110
Angrath's Rampage	461112
Bioessence Hydra	461113
Casualties of War	461114
Cruel Celebrant	461115
Deathsprout	461116
Despark	461117
Domri, Anarch of Bolas	461118
Domri, Anarch of Bolas	
Domri's Ambush	461119
Dovin's Veto	461120
Dreadhorde Butcher	461121
Elite Guardmage	461122
Angrath, Captain of Chaos	461154
Angrath, Captain of Chaos	
Ashiok, Dream Render	461155
Ashiok, Dream Render	
Bond of Revival	461007
Heartwarming Redemption	461126
Karn, the Great Creator	
Kasmina, Enigmatic Mentor	460983
Huatli's Raptor	461127
Invade the City	461128
Huatli, the Sun's Heart	461157
Huatli, the Sun's Heart	
Kaya, Bane of the Dead	
Erratic Visionary	460975
Eternal Skylord	460976
Fblthp, the Lost	460977
Finale of Revelation	460978
Flux Channeler	460979
God-Eternal Kefnet	460980
Kasmina's Transmutation	460984
Eternal Taskmaster	461017
Finale of Eternity	461018
God-Eternal Bontu	461019
Kaya's Ghostform	461021
Finale of Promise	461054
Goblin Assailant	461055
Goblin Assault Team	461056
Grim Initiate	461057
Evolution Sage	461086
Finale of Devastation	461087
Forced Landing	461088
God-Eternal Rhonas	461090
Enter the God-Eternals	461123
Feather, the Redeemed	461124
Gleaming Overseer	461125
Leyline Prowler	461129
Living Twister	461130
Mayhem Devil	461131
Merfolk Skydiver	461132
Neoform	461133
Nicol Bolas, Dragon-God	461134
Nicol Bolas, Dragon-God	
Niv-Mizzet Reborn	461135
Oath of Kaya	461136
Pledge of Unity	461137
Ral, Storm Conduit	461138
Ral, Storm Conduit	
Ral's Outburst	461139
Roalesk, Apex Hybrid	461140
Role Reversal	461141
Rubblebelt Rioters	461142
Solar Blaze	461143
Sorin, Vengeful Bloodlord	461144
Sorin, Vengeful Bloodlord	
Soul Diviner	461145
Storrev, Devkarin Lich	461146
Tamiyo, Collector of Tales	461147
Tamiyo, Collector of Tales	
Teferi, Time Raveler	461148
Teferi, Time Raveler	
Tenth District Legionnaire	461149
Time Wipe	461150
Tolsimir, Friend to Wolves	461151
Tyrant's Scorn	461152
Widespread Brutality	461153
Dovin, Hand of Control	461156
Dovin, Hand of Control	
Kaya, Bane of the Dead	461158
Kiora, Behemoth Beckoner	461159
Kiora, Behemoth Beckoner	
Nahiri, Storm of Stone	461160
Nahiri, Storm of Stone	
Saheeli, Sublime Artificer	461161
Saheeli, Sublime Artificer	
Samut, Tyrant Smasher	461162
Samut, Tyrant Smasher	
Vraska, Swarm's Eminence	461163
Vraska, Swarm's Eminence	
Sky Theater Strix	460994
Firemind Vessel	461164
God-Pharaoh's Statue	461165
Guild Globe	461166
Iron Bully	461167
Mana Geode	461168
Prismite	461169
Saheeli's Silverwing	461170
Blast Zone	461171
Emergence Zone	461172
Interplanar Beacon	461174
Karn's Bastion	461175
Mobilized District	461176
Gideon, the Oathsworn	463832
Desperate Lunge	463833
Gideon's Battle Cry	463834
Gideon's Company	463835
Jace, Arcane Strategist	463837
Guildpact Informant	463838
Jace's Projection	463839
Jace's Ruse	463840
Tezzeret, Master of the Bridge	463842
Ugin, the Ineffable	
Teyo, the Shieldmage	
The Wanderer	
Jace, Wielder of Mysteries	
Kasmina, Enigmatic Mentor	
Narset, Parter of Veils	
Davriel, Rogue Shadowmage	
Liliana, Dreadhorde General	
Aura of Silence	4569
Benalish Knight	4571
Serra's Blessing	4587
Fog Elemental	4486
Phantom Wings	4495
Sage Owl	4498
Agonizing Memories	4448
Hidden Horror	4460
Razortooth Rats	4466
Bloodrock Cyclops	4536
Bogardan Firefiend	4537
Cinder Wall	4540
Cone of Flame	4541
Fervor	4545
Fire Whip	4546
Lava Hounds	4555
Thunderbolt	4561
Call of the Wild	4510
Gaea's Blessing	4517
Llanowar Behemoth	4520
Llanowar Sentinel	4522
Mind Stone	4436
Steel Golem	4440
Gemstone Mine	4592
Admonition Angel	197160
Apex Hawks	197769
Archon of Redemption	201575
Battle Hurda	198394
Fledgling Griffin	191580
Guardian Zendikon	197872
Hada Freeblade	198400
Iona's Judgment	197880
Join the Ranks	194706
Kitesail Apprentice	194018
Kor Firewalker	194708
Lightkeeper of Emeria	189159
Loam Lion	197873
Marsh Threader	194718
Marshal's Anthem	198393
Perimeter Captain	198361
Refraction Trap	189163
Rest for the Weary	189180
Ruin Ghost	198378
Stoneforge Mystic	198383
Talus Paladin	194672
Terra Eternal	197866
Veteran's Reflexes	198384
Aether Tradewinds	201568
Calcite Snapper	191569
Dispel	201562
Enclave Elite	197767
Goliath Sphinx	197153
Halimar Excavator	197129
Horizon Drake	180412
Jace, the Mind Sculptor	195297
Jwari Shapeshifter	198390
Mysteries of the Deep	194699
Permafrost Trap	194703
Quest for Ula's Temple	198401
Sejiri Merfolk	197844
Selective Memory	194700
Spell Contortion	194714
Surrakar Banisher	198370
Thada Adel, Acquisitor	197973
Tideforce Elemental	194012
Treasure Hunt	197968
Vapor Snare	194003
Voyager Drake	189181
Wind Zendikon	197865
Abyssal Persecutor	197869
Agadeem Occultist	198402
Anowon, the Ruin Sage	177508
Bloodhusk Ritualist	191570
Bojuka Brigand	197159
Brink of Disaster	201571
Butcher of Malakir	197125
Caustic Crawler	198376
Corrupted Zendikon	197874
Dead Reckoning	194679
Death's Shadow	198372
Jagwasp Swarm	191581
Kalastria Highborn	197118
Mire's Toll	194002
Nemesis Trap	197836
Pulse Tracker	197154
Quag Vampires	197763
Quest for the Nihil Stone	198386
Ruthless Cullblade	194678
Scrib Nibblers	198382
Shoreline Salvager	197877
Tomb Hex	195307
Urge to Feed	198368
Akoum Battlesinger	198360
Bazaar Trader	198364
Bull Rush	201560
Chain Reaction	201573
Claws of Valakut	193975
Comet Storm	197766
Cosi's Ravager	201565
Crusher Zendikon	180416
Cunning Sparkmage	201563
Deathforge Shaman	191540
Dragonmaster Outcast	197854
Goblin Roughrider	194681
Grotag Thrasher	191548
Kazuul, Tyrant of the Cliffs	197145
Mordant Dragon	197162
Quest for the Goblin Lord	198392
Ricochet Trap	191549
Roiling Terrain	194671
Rumbling Aftershocks	197770
Searing Blaze	193982
Skitter of Lizards	197758
Slavering Nulls	197859
Stone Idol Trap	191552
Tuktuk Scrapper	201579
Arbor Elf	197959
Avenger of Zendikar	201570
Bestial Menace	197843
Canopy Cover	193970
Explore	201578
Feral Contest	198362
Gnarlid Pack	197771
Grappler Spider	198371
Graypelt Hunter	193994
Groundswell	193998
Harabaz Druid	194675
Joraga Warcaller	197765
Leatherback Baloth	197856
Nature's Claim	198357
Omnath, Locus of Mana	197759
Quest for Renewal	194007
Slingbow Trap	194017
Snapping Creeper	191547
Strength of the Tajuru	197875
Summit Apes	197864
Terastodon	197137
Vastwood Animist	201566
Vastwood Zendikon	197870
Wolfbriar Elemental	189162
Novablast Wurm	197857
Wrexial, the Risen Deep	197840
Amulet of Vigor	191577
Basilisk Collar	198356
Everflowing Chalice	198374
Hammer of Ruin	197871
Hedron Rover	194686
Kitesail	197152
Lodestone Golem	191557
Pilgrim's Eye	198367
Razor Boomerang	198395
Seer's Sundial	201561
Walking Atlas	198375
Bojuka Bog	197786
Celestial Colonnade	177545
Creeping Tar Pit	177520
Dread Statuary	205425
Eye of Ugin	197881
Halimar Depths	197787
Khalni Garden	197789
Lavaclaw Reaches	171007
Raging Ravine	177583
Sejiri Steppe	197788
Smoldering Spires	197785
Stirring Wildwood	177560
Tectonic Edge	197855
Adanto Vanguard	435152
Ashes of the Abhorrent	435153
Axis of Mortality	435154
Bellowing Aegisaur	435155
Bishop of Rebirth	435156
Bishop's Soldier	435157
Bright Reprisal	435158
Duskborne Skymarcher	435160
Emissary of Sunrise	435161
Encampment Keeper	435162
Glorifier of Dusk	435163
Goring Ceratops	435164
Imperial Aerosaur	435165
Imperial Lancer	435166
Inspiring Cleric	435167
Ixalan's Binding	435168
Kinjalli's Caller	435169
Kinjalli's Sunwing	435170
Legion Conquistador	435171
Legion's Judgment	435172
Legion's Landing // Adanto, the First Fort	435173
Legion's Landing // Adanto, the First Fort	435174
Looming Altisaur	435175
Mavren Fein, Dusk Apostle	435176
Paladin of the Bloodstained	435177
Pious Interdiction	435178
Priest of the Wakening Sun	435179
Pterodon Knight	435180
Queen's Commission	435181
Rallying Roar	435182
Raptor Companion	435183
Ritual of Rejuvenation	435184
Sanguine Sacrament	435185
Settle the Wreckage	435186
Sheltering Light	435187
Shining Aerosaur	435188
Skyblade of the Legion	435189
Slash of Talons	435190
Steadfast Armasaur	435191
Sunrise Seeker	435192
Territorial Hammerskull	435193
Tocatli Honor Guard	435194
Vampire's Zeal	435195
Wakening Sun's Avatar	435196
Arcane Adaptation	435198
Chart a Course	435200
Daring Saboteur	435201
Deadeye Quartermaster	435202
Deeproot Waters	435203
Depths of Desire	435204
Dive Down	435205
Dreamcaller Siren	435206
Entrancing Melody	435207
Fleet Swallower	435209
Headwater Sentries	435210
Herald of Secret Streams	435211
Jace, Cunning Castaway	435212
Kopala, Warden of Waves	435213
Lookout's Dispersal	435214
Navigator's Ruin	435215
One With the Wind	435216
Overflowing Insight	435218
Perilous Voyage	435219
Pirate's Prize	435220
Prosperous Pirates	435221
River Sneak	435222
River's Rebuke	435223
Run Aground	435224
Sailor of Means	435225
Search for Azcanta // Azcanta, the Sunken Ruin	435226
Search for Azcanta // Azcanta, the Sunken Ruin	435227
Shaper Apprentice	435228
Shipwreck Looter	435229
Shore Keeper	435230
Siren Lookout	435231
Siren Stormtamer	435232
Siren's Ruse	435233
Spell Swindle	435235
Storm Fleet Aerialist	435236
Storm Fleet Spy	435237
Storm Sculptor	435238
Tempest Caller	435239
Watertrap Weaver	435240
Wind Strider	435241
Anointed Deacon	435242
Arguel's Blood Fast // Temple of Aclazotz	435243
Arguel's Blood Fast // Temple of Aclazotz	435244
Bishop of the Bloodstained	435245
Blight Keeper	435246
Bloodcrazed Paladin	435247
Boneyard Parley	435248
Contract Killing	435249
Costly Plunder	435250
Dark Nourishment	435251
Deadeye Tormentor	435252
Deadeye Tracker	435253
Deathless Ancient	435254
Desperate Castaways	435255
Dire Fleet Hoarder	435256
Dire Fleet Interloper	435257
Dire Fleet Ravager	435258
Fathom Fleet Captain	435260
Fathom Fleet Cutthroat	435261
Grim Captain's Call	435262
Heartless Pillage	435263
Kitesail Freebooter	435264
Lurking Chupacabra	435265
March of the Drowned	435266
Queen's Agent	435268
Queen's Bay Soldier	435269
Raiders' Wake	435270
Revel in Riches	435271
Ruin Raider	435272
Ruthless Knave	435273
Sanctum Seeker	435274
Seekers' Squire	435275
Skittering Heartstopper	435276
Skulduggery	435277
Skymarch Bloodletter	435278
Spreading Rot	435279
Sword-Point Diplomacy	435280
Vanquish the Weak	435281
Vicious Conquistador	435282
Vraska's Contempt	435283
Walk the Plank	435284
Wanted Scoundrels	435285
Angrath's Marauders	435286
Bonded Horncrest	435287
Brazen Buccaneers	435288
Burning Sun's Avatar	435289
Captain Lannery Storm	435290
Captivating Crew	435291
Charging Monstrosaur	435292
Dinosaur Stampede	435294
Fathom Fleet Firebrand	435296
Fiery Cannonade	435297
Fire Shrine Keeper	435298
Firecannon Blast	435299
Frenzied Raptor	435300
Headstrong Brute	435301
Lightning-Rig Crew	435304
Makeshift Munitions	435305
Nest Robber	435306
Otepec Huntmaster	435307
Rampaging Ferocidon	435308
Raptor Hatchling	435309
Repeating Barrage	435310
Rigging Runner	435311
Rile	435312
Rowdy Crew	435313
Star of Extinction	435315
Storm Fleet Arsonist	435316
Storm Fleet Pyromancer	435317
Sun-Crowned Hunters	435318
Sunbird's Invocation	435319
Swashbuckling	435321
Thrash of Raptors	435322
Tilonalli's Knight	435323
Tilonalli's Skinshifter	435324
Trove of Temptation	435325
Unfriendly Fire	435326
Vance's Blasting Cannons // Spitfire Bastion	435327
Vance's Blasting Cannons // Spitfire Bastion	435328
Wily Goblin	435329
Ancient Brontodon	435330
Atzocan Archer	435331
Blinding Fog	435332
Blossom Dryad	435333
Carnage Tyrant	435334
Colossal Dreadmaw	435335
Commune with Dinosaurs	435336
Crash the Ramparts	435337
Crushing Canopy	435338
Deathgorge Scavenger	435339
Deeproot Champion	435340
Deeproot Warrior	435341
Drover of the Mighty	435342
Emergent Growth	435343
Emperor's Vanguard	435344
Grazing Whiptail	435345
Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun	435346
Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun	435347
Ixalli's Diviner	435348
Ixalli's Keeper	435349
Jade Guardian	435350
Jungle Delver	435351
Kumena's Speaker	435352
Merfolk Branchwalker	435353
New Horizons	435354
Old-Growth Dryads	435355
Pounce	435356
Ranging Raptors	435357
Ravenous Daggertooth	435358
Ripjaw Raptor	435359
River Heralds' Boon	435360
Savage Stomp	435361
Shapers' Sanctuary	435362
Snapping Sailback	435364
Spike-Tailed Ceratops	435365
Thundering Spineback	435366
Tishana's Wayfinder	435367
Verdant Rebirth	435368
Verdant Sun's Avatar	435369
Vineshaper Mystic	435370
Waker of the Wilds	435371
Wildgrowth Walker	435372
Admiral Beckett Brass	435373
Belligerent Brontodon	435374
Call to the Feast	435375
Deadeye Plunderers	435376
Dire Fleet Captain	435377
Gishath, Sun's Avatar	435378
Hostage Taker	435379
Huatli, Warrior Poet	435380
Marauding Looter	435381
Raging Swordtooth	435382
Regisaur Alpha	435383
Shapers of Nature	435384
Sky Terror	435385
Tishana, Voice of Thunder	435386
Vona, Butcher of Magan	435387
Vraska, Relic Seeker	435388
Conqueror's Galleon // Conqueror's Foothold	435390
